1.000000 -0.045167
0.980494 -0.036471
0.961814 -0.028038
0.943932 -0.019862
0.926819 -0.011933
0.910446 -0.004245
0.894788 0.003209
0.879816 0.010438
0.865506 0.017448
0.851830 0.024246
0.838763 0.030838
0.826282 0.037231
0.814361 0.043431
0.802977 0.049445
0.792106 0.055277
0.781727 0.060935
0.771816 0.066423
0.762352 0.071747
0.753313 0.076912
0.744680 0.081924
0.736430 0.086786
0.728546 0.091504
0.721006 0.096082
0.713793 0.100524
0.706888 0.104836
0.700272 0.109021
0.693929 0.113082
0.687841 0.117025
0.681991 0.120851
0.676364 0.124566
0.670944 0.128171
0.665714 0.131672
0.660662 0.135069
0.655771 0.138367
0.651027 0.141569
0.646418 0.144676
0.641931 0.147691
0.637551 0.150618
0.633267 0.153458
0.629067 0.156213
0.624939 0.158886
0.620872 0.161478
0.616856 0.163992
0.612880 0.166428
0.608933 0.168789
0.605007 0.171076
0.601091 0.173291
0.597178 0.175434
0.593258 0.177508
0.589324 0.179512
0.585368 0.181449
0.581382 0.183319
0.577359 0.185123
0.573292 0.186861
0.569176 0.188535
0.565003 0.190144
0.560770 0.191690
0.556469 0.193172
0.552096 0.194592
0.547647 0.195948
0.543117 0.197243
0.538502 0.198475
0.533798 0.199644
0.529002 0.200752
0.524111 0.201796
0.519122 0.202779
0.514033 0.203698
0.508841 0.204555
0.503545 0.205348
0.498142 0.206077
0.492632 0.206743
0.487014 0.207343
0.481287 0.207879
0.475450 0.208349
0.469503 0.208753
0.463447 0.209091
0.457281 0.209360
0.451006 0.209562
0.444624 0.209695
0.438134 0.209758
0.431539 0.209751
0.424841 0.209673
0.418040 0.209523
0.411140 0.209300
0.404142 0.209004
0.397049 0.208633
0.389863 0.208187
0.382589 0.207664
0.375229 0.207065
0.367786 0.206387
0.360264 0.205631
0.352667 0.204795
0.344999 0.203878
0.337265 0.202880
0.329468 0.201799
0.321614 0.200635
0.313707 0.199387
0.305752 0.198054
0.297755 0.196635
0.289720 0.195129
0.281655 0.193536
0.273563 0.191855
0.265451 0.190085
0.257326 0.188225
0.249193 0.186275
0.241059 0.184234
0.232930 0.182102
0.224814 0.179877
0.216716 0.177560
0.208644 0.175149
0.200604 0.172645
0.192605 0.170047
0.184653 0.167355
0.176757 0.164568
0.168922 0.161686
0.161159 0.158709
0.153473 0.155637
0.145873 0.152469
0.138367 0.149206
0.130964 0.145848
0.123671 0.142395
0.116497 0.138847
0.109451 0.135204
0.102540 0.131467
0.095774 0.127636
0.089161 0.123712
0.082709 0.119694
0.076429 0.115585
0.070328 0.111384
0.064416 0.107092
0.058701 0.102711
0.053193 0.098242
0.047901 0.093684
0.042834 0.089041
0.038002 0.084312
0.033412 0.079500
0.029076 0.074606
0.025002 0.069631
0.021200 0.064578
0.017678 0.059447
0.014447 0.054242
0.011516 0.048965
0.008895 0.043616
0.006592 0.038199
0.004617 0.032717
0.002980 0.027171
0.001691 0.021565
0.000758 0.015901
0.000191 0.010182
0.000000 0.004411
0.000059 0.002577
0.000239 0.000834
0.000546 -0.000820
0.000983 -0.002387
0.001557 -0.003870
0.002271 -0.005272
0.003130 -0.006595
0.004137 -0.007842
0.005296 -0.009015
0.006610 -0.010117
0.008083 -0.011149
0.009717 -0.012114
0.011515 -0.013015
0.013480 -0.013853
0.015614 -0.014631
0.017918 -0.015350
0.020396 -0.016013
0.023047 -0.016623
0.025874 -0.017180
0.028878 -0.017687
0.032060 -0.018145
0.035421 -0.018558
0.038960 -0.018925
0.042680 -0.019250
0.046579 -0.019534
0.050658 -0.019779
0.054916 -0.019986
0.059355 -0.020157
0.063971 -0.020294
0.068767 -0.020398
0.073739 -0.020471
0.078888 -0.020514
0.084212 -0.020529
0.089710 -0.020517
0.095381 -0.020480
0.101222 -0.020419
0.107233 -0.020335
0.113411 -0.020230
0.119753 -0.020105
0.126259 -0.019961
0.132926 -0.019800
0.139750 -0.019622
0.146731 -0.019429
0.153865 -0.019222
0.161148 -0.019002
0.168580 -0.018770
0.176155 -0.018527
0.183872 -0.018275
0.191727 -0.018014
0.199716 -0.017745
0.207837 -0.017470
0.216086 -0.017188
0.224459 -0.016902
0.232952 -0.016611
0.241562 -0.016318
0.250285 -0.016022
0.259118 -0.015724
0.268055 -0.015426
0.277094 -0.015128
0.286229 -0.014830
0.295457 -0.014535
0.304774 -0.014241
0.314175 -0.013950
0.323656 -0.013664
0.333212 -0.013381
0.342840 -0.013103
0.352534 -0.012831
0.362291 -0.012565
0.372106 -0.012306
0.381973 -0.012055
0.391889 -0.011811
0.401850 -0.011576
0.411850 -0.011350
0.421884 -0.011133
0.431949 -0.010927
0.442040 -0.010731
0.452151 -0.010547
0.462279 -0.010374
0.472418 -0.010213
0.482564 -0.010064
0.492713 -0.009929
0.502860 -0.009806
0.513000 -0.009698
0.523129 -0.009604
0.533241 -0.009525
0.543334 -0.009461
0.553401 -0.009412
0.563440 -0.009379
0.573445 -0.009362
0.583411 -0.009362
0.593336 -0.009379
0.603214 -0.009413
0.613041 -0.009466
0.622813 -0.009536
0.632527 -0.009625
0.642177 -0.009732
0.651760 -0.009859
0.661273 -0.010006
0.670711 -0.010172
0.680071 -0.010358
0.689348 -0.010566
0.698540 -0.010794
0.707643 -0.011044
0.716654 -0.011315
0.725569 -0.011608
0.734385 -0.011924
0.743099 -0.012263
0.751708 -0.012624
0.760209 -0.013010
0.768600 -0.013419
0.776878 -0.013853
0.785040 -0.014311
