1.000000 -0.018542
0.991714 -0.015724
0.983753 -0.012931
0.976096 -0.010164
0.968726 -0.007424
0.961624 -0.004711
0.954773 -0.002025
0.948157 0.000632
0.941758 0.003260
0.935561 0.005858
0.929549 0.008427
0.923709 0.010964
0.918025 0.013469
0.912482 0.015942
0.907068 0.018381
0.901769 0.020787
0.896572 0.023157
0.891464 0.025493
0.886434 0.027792
0.881470 0.030054
0.876560 0.032279
0.871693 0.034465
0.866860 0.036612
0.862051 0.038719
0.857255 0.040785
0.852463 0.042810
0.847667 0.044792
0.842858 0.046732
0.838028 0.048627
0.833169 0.050479
0.828274 0.052284
0.823336 0.054044
0.818348 0.055757
0.813304 0.057423
0.808198 0.059040
0.803024 0.060608
0.797777 0.062127
0.792452 0.063595
0.787045 0.065012
0.781550 0.066377
0.775965 0.067690
0.770284 0.068949
0.764506 0.070155
0.758627 0.071306
0.752644 0.072402
0.746554 0.073443
0.740355 0.074426
0.734046 0.075353
0.727625 0.076223
0.721090 0.077034
0.714440 0.077786
0.707674 0.078480
0.700793 0.079113
0.693794 0.079687
0.686679 0.080200
0.679447 0.080651
0.672099 0.081041
0.664635 0.081369
0.657056 0.081635
0.649364 0.081838
0.641559 0.081978
0.633642 0.082054
0.625617 0.082067
0.617483 0.082015
0.609245 0.081900
0.600903 0.081720
0.592460 0.081475
0.583920 0.081166
0.575284 0.080792
0.566555 0.080352
0.557738 0.079848
0.548834 0.079278
0.539849 0.078643
0.530784 0.077943
0.521645 0.077178
0.512435 0.076348
0.503157 0.075453
0.493817 0.074493
0.484419 0.073469
0.474966 0.072381
0.465464 0.071228
0.455917 0.070012
0.446331 0.068732
0.436709 0.067389
0.427057 0.065984
0.417380 0.064517
0.407683 0.062988
0.397972 0.061398
0.388251 0.059747
0.378527 0.058037
0.368804 0.056267
0.359089 0.054439
0.349386 0.052553
0.339702 0.050610
0.330042 0.048611
0.320412 0.046557
0.310817 0.044449
0.301264 0.042287
0.291759 0.040074
0.282307 0.037809
0.272915 0.035495
0.263587 0.033131
0.254331 0.030721
0.245151 0.028264
0.236055 0.025762
0.227048 0.023217
0.218136 0.020630
0.209324 0.018002
0.200619 0.015336
0.192027 0.012633
0.183553 0.009894
0.175204 0.007121
0.166984 0.004316
0.158900 0.001481
0.150958 -0.001382
0.143163 -0.004271
0.135521 -0.007184
0.128037 -0.010119
0.120716 -0.013074
0.113565 -0.016047
0.106588 -0.019035
0.099790 -0.022036
0.093178 -0.025048
0.086755 -0.028067
0.080526 -0.031092
0.074497 -0.034120
0.068673 -0.037148
0.063057 -0.040173
0.057655 -0.043193
0.052471 -0.046204
0.047509 -0.049204
0.042772 -0.052190
0.038267 -0.055158
0.033995 -0.058105
0.029961 -0.061029
0.026168 -0.063925
0.022620 -0.066790
0.019320 -0.069621
0.016271 -0.072414
0.013475 -0.075166
0.010937 -0.077872
0.008658 -0.080530
0.006640 -0.083134
0.004886 -0.085682
0.003398 -0.088169
0.002178 -0.090591
0.001227 -0.092944
0.000546 -0.095223
0.000137 -0.097424
0.000000 -0.099543
0.000055 -0.100102
0.000217 -0.100545
0.000486 -0.100876
0.000859 -0.101101
0.001334 -0.101223
0.001910 -0.101246
0.002586 -0.101174
0.003359 -0.101012
0.004230 -0.100764
0.005196 -0.100432
0.006257 -0.100022
0.007412 -0.099535
0.008660 -0.098977
0.010001 -0.098350
0.011433 -0.097658
0.012958 -0.096905
0.014573 -0.096093
0.016280 -0.095225
0.018077 -0.094305
0.019965 -0.093336
0.021943 -0.092321
0.024012 -0.091262
0.026173 -0.090162
0.028424 -0.089024
0.030767 -0.087851
0.033201 -0.086645
0.035728 -0.085409
0.038348 -0.084145
0.041061 -0.082856
0.043868 -0.081543
0.046769 -0.080209
0.049766 -0.078857
0.052858 -0.077488
0.056048 -0.076105
0.059335 -0.074708
0.062720 -0.073301
0.066205 -0.071885
0.069789 -0.070462
0.073476 -0.069034
0.077264 -0.067602
0.081155 -0.066168
0.085151 -0.064734
0.089251 -0.063301
0.093458 -0.061870
0.097772 -0.060443
0.102194 -0.059021
0.106725 -0.057606
0.111367 -0.056199
0.116119 -0.054800
0.120984 -0.053412
0.125962 -0.052035
0.131054 -0.050671
0.136262 -0.049319
0.141585 -0.047982
0.147025 -0.046660
0.152583 -0.045354
0.158260 -0.044065
0.164056 -0.042794
0.169972 -0.041541
0.176009 -0.040307
0.182168 -0.039093
0.188449 -0.037899
0.194852 -0.036726
0.201379 -0.035575
0.208029 -0.034446
0.214804 -0.033339
0.221703 -0.032255
0.228726 -0.031195
0.235874 -0.030158
0.243147 -0.029146
0.250545 -0.028157
0.258068 -0.027194
0.265716 -0.026255
0.273488 -0.025342
0.281384 -0.024453
0.289404 -0.023591
0.297547 -0.022754
0.305812 -0.021943
0.314200 -0.021157
0.322709 -0.020398
0.331337 -0.019665
0.340085 -0.018958
0.348951 -0.018276
0.357933 -0.017621
0.367030 -0.016992
0.376241 -0.016389
0.385564 -0.015812
0.394996 -0.015260
0.404537 -0.014734
0.414185 -0.014234
0.423935 -0.013760
0.433788 -0.013311
0.443739 -0.012887
0.453787 -0.012488
0.463928 -0.012114
0.474159 -0.011764
0.484478 -0.011440
0.494880 -0.011139
0.505363 -0.010863
0.515923 -0.010611
0.526556 -0.010382
0.537257 -0.010177
0.548024 -0.009996
0.558850 -0.009837
0.569733 -0.009702
0.580666 -0.009589
0.591645 -0.009498
0.602665 -0.009430
0.613721 -0.009383
0.624806 -0.009359
0.635916 -0.009356
0.647043 -0.009375
0.658183 -0.009415
0.669328 -0.009475
0.680472 -0.009557
0.691608 -0.009659
0.702729 -0.009782
0.713827 -0.009925
0.724895 -0.010089
0.735926 -0.010272
0.746911 -0.010476
0.757841 -0.010699
0.768709 -0.010942
0.779506 -0.011205
0.790222 -0.011488
0.800848 -0.011790
0.811376 -0.012111
0.821794 -0.012453
0.832093 -0.012814
0.842262 -0.013194
0.852291 -0.013594
0.862170 -0.014014
0.871886 -0.014454
0.881428 -0.014914
0.890785 -0.015395
0.899945 -0.015895
0.908895 -0.016416
0.917622 -0.016958
0.926115 -0.017521
0.934358 -0.018106
0.942340 -0.018712
0.950046 -0.019340
0.957462 -0.019991
0.964574 -0.020664
0.971366 -0.021361
0.977824 -0.022081
0.983933 -0.022826
0.989675 -0.023596
0.995037 -0.024392
1.000000 -0.025213
